"";"X.1";"plot_ID";"tree_ID";"tree_inventory_status";"multi_stem";"dist_cm";"azi_gon";"age";"age_meth";"SP_code";"Kraft";"C_layer";"H_dm";"C_h_dm";"D_mm";"DBH_h_cm";"inv_year";"inv";"X";"Nr_code";"Chr_code_ger";"name";"bot_name";"bot_genus";"bot_species";"Flora_EU";"LH_NH";"IPC";"WZE";"BWI";"BZE_al";"tpS_SP_com_name";"tpS_ID";"H_SP_group";"BWI_SP_group";"Bio_SP_group";"N_SP_group";"N_bg_SP_group";"N_f_SP_group_MoMoK";"RG_Wolff_bio";"BWI_comparisson_group";"bark_type_SP_group";"fruit_type_SP_group";"DBH_cm";"CCS_r_m";"dist_m";"X_tree";"Y_tree";"e_ID";"e_type";"e_form";"stand";"inter_stat";"area_m2";"stand_plot_A_ha";"plot_A_ha"
"921";923;140024;31;-9;0;947;10;34;1;"gki";2;1;-9;-9;216;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";21,6;12,62;9,47;-5,15187992012233;-7,94600738035401;1;1;1;"A";"0";465,180219490397;0,0465180219490397;0,0500343869018386
"922";924;140024;32;-9;0;1077;32;34;1;"gki";2;1;-9;-9;239;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";23,9;12,62;10,77;5,93886535697301;8,98458559265512;1;1;1;"A";"0";465,180219490397;0,0465180219490397;0,0500343869018386
"923";925;140024;33;-9;0;1147;51;34;1;"gki";2;1;-9;-9;227;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";22,7;12,62;11,47;7,68752864692351;8,51250863745409;1;1;1;"A";"0";465,180219490397;0,0465180219490397;0,0500343869018386
"924";927;140024;35;-9;0;896;65;34;1;"gki";2;1;-9;-9;204;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";20,4;12,62;8,96;7,40838496823133;-5,03958650709402;1;1;1;"A";"0";465,180219490397;0,0465180219490397;0,0500343869018386
"925";929;140024;37;-9;0;305;54;34;1;"gki";3;1;-9;-9;181;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";18,1;12,62;3,05;-1,70430659899743;-2,52939499023261;1;1;1;"A";"0";465,180219490397;0,0465180219490397;0,0500343869018386
"926";930;140024;38;-9;0;416;67;34;1;"gki";2;1;-9;-9;166;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";16,6;12,62;4,16;-3,55896311253734;-2,15392236712434;1;1;1;"A";"0";465,180219490397;0,0465180219490397;0,0500343869018386
"927";931;140024;39;-9;0;544;92;34;1;"gki";2;1;-9;-9;250;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";25;12,62;5,44;-4,24029541870998;-3,40785779663224;1;1;1;"A";"0";465,180219490397;0,0465180219490397;0,0500343869018386
"928";932;140024;40;-9;0;526;116;34;1;"gki";2;1;-9;-9;214;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";21,4;12,62;5,26;1,24483892909614;-5,1105749227075;1;1;1;"A";"0";465,180219490397;0,0465180219490397;0,0500343869018386
"929";933;140024;41;-9;0;506;137;34;1;"gki";2;1;-9;-9;220;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";22;12,62;5,06;-4,76912314006475;1,69087683611165;1;1;1;"A";"0";465,180219490397;0,0465180219490397;0,0500343869018386
"930";934;140024;42;-9;0;788;119;34;1;"gki";3;1;-9;-9;162;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";16,2;12,62;7,88;-2,92666431933215;7,31635400742392;1;1;1;"A";"0";465,180219490397;0,0465180219490397;0,0500343869018386
"931";935;140024;43;-9;0;1031;114;34;1;"gki";2;1;-9;-9;200;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";20;12,62;10,31;8,09314780730431;6,38725751548545;1;1;1;"A";"0";465,180219490397;0,0465180219490397;0,0500343869018386
"932";936;140024;44;-9;0;1184;102;34;1;"gki";2;1;-9;-9;170;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";17;12,62;11,84;11,7787492096835;1,202774731768;1;1;1;"A";"0";465,180219490397;0,0465180219490397;0,0500343869018386
"933";937;140024;45;-9;0;1122;125;34;1;"gki";3;1;-9;-9;190;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";19;12,62;11,22;-6,91197395209673;8,83815682625831;1;1;1;"A";"0";465,180219490397;0,0465180219490397;0,0500343869018386
"934";939;140024;47;-9;0;844;137;34;1;"gki";2;1;-9;-9;252;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";25,2;12,62;8,44;-7,95482199647164;2,82035582940362;1;1;1;"A";"0";465,180219490397;0,0465180219490397;0,0500343869018386
"935";940;140024;48;-9;0;850;156;34;1;"gki";3;1;-9;-9;165;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";16,5;12,62;8,5;-7,49516925992564;4,00904449527138;1;1;1;"A";"0";465,180219490397;0,0465180219490397;0,0500343869018386
"936";941;140024;49;-9;0;1104;161;34;1;"gki";4;1;-9;-9;129;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";12,9;12,62;11,04;-7,75458195277418;-7,85799330221839;1;1;1;"A";"0";465,180219490397;0,0465180219490397;0,0500343869018386
"937";943;140024;51;-9;0;928;171;34;1;"gki";2;1;-9;-9;183;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";18,3;12,62;9,28;9,06276325451629;1,99617689411267;1;1;1;"A";"0";465,180219490397;0,0465180219490397;0,0500343869018386
"938";944;140024;52;-9;0;1053;186;34;1;"gki";2;1;-9;-9;241;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";24,1;12,62;10,53;-6,33931206245713;-8,40797374964893;1;1;1;"A";"0";465,180219490397;0,0465180219490397;0,0500343869018386
"939";945;140024;53;-9;0;529;183;34;1;"gki";2;1;-9;-9;235;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";23,5;12,62;5,29;3,74891935958541;3,73225181831635;1;1;1;"A";"0";465,180219490397;0,0465180219490397;0,0500343869018386
"940";946;140024;54;-9;0;297;174;34;1;"gki";2;1;-9;-9;215;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";21,5;12,62;2,97;-2,7812920635261;-1,04178426623112;1;1;1;"A";"0";465,180219490397;0,0465180219490397;0,0500343869018386
"941";947;140025;1;-9;0;182;114;45;1;"sbi";3;1;170;118;125;130;2011;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";12,5;12,62;1,82;1,42866430739999;1,12752751485776;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"942";948;140025;2;-9;0;1202;72;45;1;"gki";3;1;-9;-9;175;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";17,5;12,62;12,02;3,05095682039968;-11,6263520710521;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"943";949;140025;3;-9;0;1174;80;45;1;"gki";4;1;-9;-9;116;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";11,6;12,62;11,74;-11,6682527970604;-1,29594624267042;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"944";950;140025;4;-9;0;1162;83;45;1;"gki";4;1;-9;-9;131;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";13,1;12,62;11,62;11,2523950379842;2,89965617085019;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"945";951;140025;5;-9;0;1172;86;45;1;"gki";2;1;-9;-9;230;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";23;12,62;11,72;-10,8229329988876;-4,49694577481097;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"946";952;140025;6;-9;0;1175;96;45;1;"gki";2;1;-9;-9;217;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";21,7;12,62;11,75;11,5571560088536;-2,12005777917024;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"947";953;140025;7;-9;0;1218;109;45;1;"gki";2;1;-9;-9;237;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";23,7;12,62;12,18;9,94792494883034;-7,02788653952516;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"948";954;140025;8;-9;0;1113;122;45;1;"gki";3;1;-9;-9;160;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";16;12,62;11,13;5,55067740286687;-9,64711772340854;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"949";955;140025;9;-9;0;823;103;45;1;"gki";2;1;-9;-9;202;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";20,2;12,62;8,23;5,12719643677053;-6,43776022377096;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"950";956;140025;10;-9;0;853;114;45;1;"gki";2;1;-9;-9;178;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";17,8;12,62;8,53;6,69588271545158;5,28451082513006;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"951";957;140025;11;-9;0;635;115;45;1;"gki";2;1;-9;-9;235;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";23,5;12,62;6,35;6,00351437105729;-2,06889226314677;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"952";958;140025;12;-9;0;767;134;45;1;"gki";4;1;-9;-9;103;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";10,3;12,62;7,67;6,7950433422478;-3,55756742409386;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"953";959;140025;13;-9;0;998;134;45;1;"gki";2;1;-9;-9;209;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";20,9;12,62;9,98;8,84152966827028;-4,62901211114168;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"954";960;140025;14;-9;0;1021;151;45;1;"gki";2;1;-9;-9;231;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";23,1;12,62;10,21;2,06395028925382;9,99921042900334;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"955";961;140025;15;-9;0;1039;165;45;1;"gki";2;1;-9;-9;245;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";24,5;12,62;10,39;10,3671137334844;-0,689240768527131;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"956";962;140025;16;-9;0;1081;198;45;1;"gki";2;1;-9;-9;231;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";23,1;12,62;10,81;-0,860244575890905;-10,7757171116195;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"957";963;140025;17;-9;0;1221;209;45;1;"gki";2;1;-9;-9;222;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";22,2;12,62;12,21;12,1668576959642;-1,02551148514156;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"958";964;140025;18;-9;0;695;191;45;1;"gki";1;1;-9;-9;266;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";26,6;12,62;6,95;4,13461441180692;-5,58636408280722;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"959";965;140025;19;-9;0;409;190;45;1;"gki";3;1;190;143;171;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";17,1;12,62;4,09;4,08099904980365;0,271195050658499;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"960";966;140025;20;-9;0;218;221;45;1;"sbi";4;1;137;103;95;130;2011;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";9,5;5,64;2,18;1,93134657937569;1,01108871536271;NA;NA;NA;"A";NA;99,9328056736299;0,00999328056736299;0,00999328056736299
"961";967;140025;21;-9;0;372;221;45;1;"sbi";4;1;143;39;105;130;2011;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";10,5;12,62;3,72;3,29569232810898;1,72534404639875;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"962";968;140025;22;-9;0;658;220;45;1;"gki";3;1;-9;-9;176;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";17,6;12,62;6,58;0,581663528167957;6,55424042433593;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"963";969;140025;23;-9;0;1049;228;45;1;"gki";2;1;-9;-9;161;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";16,1;12,62;10,49;10,2028159254742;-2,4377545386872;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"964";970;140025;24;-9;0;999;229;45;1;"gki";3;1;-9;-9;126;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";12,6;12,62;9,99;3,29632407362665;-9,43050091997394;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"965";971;140025;25;-9;0;1230;251;45;1;"gki";4;1;-9;-9;123;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";12,3;12,62;12,3;-3,9556044815978;11,6465957766707;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"966";972;140025;26;-9;0;1178;254;45;1;"gki";4;1;142;113;110;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";11;12,62;11,78;5,32454701918194;-10,5079778759056;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"967";973;140025;27;-9;0;1044;249;45;1;"gki";2;1;-9;-9;253;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";25,3;12,62;10,44;-7,5915837395517;-7,16669075134223;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"968";974;140025;28;-9;0;1070;266;45;1;"gki";2;1;-9;-9;235;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";23,5;12,62;10,7;9,20257808317089;-5,45917178912174;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"969";975;140025;29;-9;0;867;268;45;1;"gki";4;1;-9;-9;108;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";10,8;12,62;8,67;-7,12530954548132;-4,93952061247575;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"970";976;140025;30;-9;0;698;268;45;1;"gki";3;1;-9;-9;229;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";22,9;12,62;6,98;-5,73640837686962;-3,97668441465752;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"971";977;140025;31;-9;0;576;251;45;1;"gki";2;1;-9;-9;245;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";24,5;12,62;5,76;-1,85238063528482;5,45401558322139;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"972";978;140025;32;-9;0;301;291;45;1;"gki";3;1;-9;-9;167;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";16,7;12,62;3,01;2,76924281874285;-1,17957374116294;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"973";979;140025;33;-9;0;827;279;45;1;"gki";2;1;-9;-9;200;130;2011;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";20;12,62;8,27;4,68150465432899;-6,81736123228746;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
